name	id	cuisine	ingredients	type_of_dish1	recipes
Tapas	/m/07q3b	Spanish Cuisine			
Ikan Bakar	/m/08fnw_	Malaysian			
Glamorgan sausage	/m/0by2mv	Welsh cuisine,Vegetarian	Caerphilly cheese,Breadcrumb,Leek	Sausage	
Chennai cuisine	/m/0bqzcz	Indian cuisine			
Soto	/m/02rk570	Indonesian			
Miyagegashi	/m/02qyt46	Japanese Cuisine			
Myoga	/m/02c66f	Japanese Cuisine			
Dobos Cake	/m/027j7r_	Hungarian			
Chikkolee	/m/02wz4sg	Indian cuisine			
Negroni	/m/02m6ts		Gin,Campari,Sweet Red Vermouth	Cocktail	
Ayran	/m/03b_vg	Lebanese,Armenian,Turkish			
Ortolan Bunting	/m/0gk3_	French			
Brandade	/m/04115dg	French			
Pain au chocolat	/m/04_bbx				
Zurracapote	/m/04mrhb	Spanish Cuisine	Sliced fruit,Sugar,Cinnamon,Red Wine		
Bánh ướt	/m/04f_s8x	Vietnamese			
Ciambotta	/m/09gcqj6	Italian			
California roll	/m/09wzfj	Japanese Cuisine			
Leipziger Allerlei	/m/09lmc5	German			
Subgum	/m/091zxl				
Quentão	/m/0g9282		Sugar,Cachaça,Ginger,Water,Cinnamon,Clove		
Fleischbutter	/m/0fggjn	German			
Queen of Puddings	/m/052rb9	British Cuisine			
Sladko	/m/04yq82				
Italian Sunset	/m/05n9bmx		Orange juice,Amaretto,Carbonated water,Grenadine		
Palm wine	/m/01dgb6	Filipino			
Rose Kennedy Cocktail	/m/08p_8n		Carbonated water,Vodka,Cranberry juice		
Soutzoukos	/m/0c19k7				
Sopaipilla	/m/04py7r	Mexican			
Carciofi alla giudia	/m/03ccp03	Jewish cuisine,Italian			
Pastel de choclo	/m/03cqr20				
Seagram's 7 and 7-UP	/m/03h50ch		Seagram's Seven Crown,7 Up		
Steak frites	/m/047p8qy	French			
Montasio	/m/04cxk82	Italian			
Simit	/m/08bk3g	Turkish			
Brussels Sprouts	/m/07vljr3				Braised Brussels Sprouts with Bacon
Pineapple bun	/m/07sp05	Cuisine of Hong Kong			
Overseas Chinese restaurant	/m/0gx1rv4				
Shish taouk	/m/0dyxqq	Turkish,Lebanese			
Kopytka	/m/0cgdld	Polish	Potato		
Black Forest ham	/m/0d9wty	German			
Chili con carne	/m/01rk86				
Comfit	/m/08x6d0				
Black and white cookie	/m/0ggw1_			cookie	
Calf's brains	/m/03wh13x	French			
Friterie	/m/03cvd0k	French			
Sauce lyonnaise	/m/04jb3c7	French			
Ekiben	/m/03xxlz	Japanese Cuisine			
Schwenker	/m/06qg4p	German			
Speck	/m/0dz0lt	Italian,German			
Cavatappi	/m/09d1zy	Italian			
Harissa	/m/09sbv9	Armenian			
Brown Bobby	/m/09hdzr				
Pignolata	/m/0824m4	Italian			
Oysters Rockefeller	/m/088kg2		Oyster		
Brittle	/m/0c28bv				
Royal Arrival	/m/0h4cn4		Kumel,Lemon juice,Gin,Vegetable extract,Creme de Noyaux,Egg white		
Teriyaki	/m/018gxk	Japanese Cuisine			
Mandelbrot	/m/0c1bfc	Jewish cuisine			
Saltimbocca	/m/096txy	Italian			
Pakhal	/m/05qfbp	Indian cuisine			
Schnecken	/m/057xtgl				
Bara brith	/m/04x9ny	Welsh cuisine	Candied fruit,Raisin	Bread	
Macedonia	/m/05bqh9	Italian			
Mozartkugel	/m/053s6d				
Shirley Temple Black	/m/05n2x8b		Dark Rum,Bacardi rum,7 Up,Cranberry juice	Cocktail,Drink	
Niçoise salad	/m/099pqr	French	Green bean,Egg,Tomato,Tuna,Olive	Salad	
Orujo	/m/09y0s0	Spanish Cuisine			
White Hot	/m/08rjr3			Sausage	
Chinese herb tea	/m/092f7p	Cuisine of Hong Kong			
Fish head curry	/m/09kmnt		Fish		
Sarma	/m/09hrxl	Greek,Armenian			
Malvani cuisine	/m/07x5rj	Indian cuisine			
Palatschinken	/m/085znw	Hungarian			
Ratatouille	/m/01kf7f	French			
Bengal potatoes	/m/01n94q	Indian cuisine			
Burrito	/m/01j3zr	Tex-Mex,Mexican	Lettuce,Kidney beans,Cheese,Mexican rice,Tortilla,Chicken meat,Sour cream,Avocado,Sweetcorn,Beef	Convenience food	
Pandoro	/m/01z2r3	Italian			
Uiro	/m/0132_3	Japanese Cuisine			
Curtido	/m/0fss2f	Mexican			
P'tcha	/m/0gl_yk	Jewish cuisine			
Egg barley	/m/0b9ff2	Italian			
Mi quang	/m/0bytl4	Vietnamese			
Bolillo	/m/0flsmt	Mexican			
Occhi di Lupo	/m/09gdznr	Italian			
Tiramisu	/m/07l4g	Italian	Mascarpone,Coffee,Sugar	Dessert	
Linzer torte	/m/06rk9l	Hungarian			
Fazuelos	/m/03cbblb	Jewish cuisine			
Ghapama	/m/02747y8	Armenian			
Cervelle de canut	/m/02rj02l	French			
Hyderabadi haleem	/m/03cb2tr	Indian cuisine			
Pochas	/m/027vz0t	Spanish Cuisine			
Gulkand	/m/03c8llj	Indian cuisine			
Egg salad	/m/026yhg		Boiled eggs		
Peanut butter bun	/m/02rtk3_	Cuisine of Hong Kong			
Staten Island Ferry	/m/02pw8rn		Pineapple Juice,Malibu Rum		
Lemon meringue pie	/m/022lvh		Meringue	Pie,Pastry	
Lobia	/m/02x0t2r	Indian cuisine			
Dhansak	/m/03csmsk	Indian cuisine			
Ho-tteok	/m/03c073t	Korean	Sugar,Water,Milk,Flour,Yeast	Street food	
Lollipop	/m/02xcpb				
Horse's Neck	/m/025sft7		Ginger ale,Angostura bitters,Brandy		
Tinapa	/m/026bs24	Filipino			
Burek	/m/07ns47	Armenian,Turkish,Greek			
Verze in umido con ricotta forte	/m/07yj3ps	Apulian	Ricotta forte,Tomato,Savoy cabbage	Side dish	
Berliner	/m/056y0l	German			
Pistou	/m/0gw9c2	French			
Chocolate chip cookie	/m/0k5sl			cookie	Chocolate Chip Cookies
Ham and eggs	/m/064r7vk				
Hairy Virgin	/m/05n4t6p		Orange Liqueur,Apple juice,Rum		
Migas	/m/05myx3	Spanish Cuisine			
İşkembe	/m/0592j2		Tripe		
Currywurst	/m/05nt1k	German	Pork	Sausage	
Cao lau	/m/09xf66	Vietnamese		Noodle soup	
Ham and egg bun	/m/03cpd8h	Cuisine of Hong Kong			
Tuna fish sandwich	/m/03cl2zk		Tuna		
Pulihora	/m/09nn_9	Indian cuisine			
Feuerzangenbowle	/m/09khbc	German			
Le Tourin	/m/0n5vv	French			
Pisco Sour	/m/049zwb		Syrup,Bitters,Pisco,Lime Juice,Egg white		
Cuy al Horno	/m/04_ghcc				
Korokke	/m/0410k9	Japanese Cuisine			
Bryndza	/m/04mc2_	Polish			
Presbyterian	/m/05n8041		Ginger ale,Rye whiskey,Carbonated water		
Dilli Haat	/m/05nfwl	Indian cuisine			
Custard	/m/0gtcd	British Cuisine	Roux		
Dadiah	/m/0gjng8	Indonesian,Padang food			
Penne alla vodka	/m/03llnc	Italian			
Talo	/m/03mg4r6	Spanish Cuisine			
Poulet au fromage	/m/04_132p	French			
Sauce Robert	/m/03cf44	French			
Orange jelly candy	/m/03hnqq_				
Ghugni	/m/043qx8p	Indian cuisine			
Grappa	/m/03m3lz	Italian			
Higashi	/m/03t8s1	Japanese Cuisine			
Turkish Delight	/m/03ltt3	Armenian,Turkish			
Chips Ahoy!	/m/08l5vh			cookie	
Phaal	/m/08hr0v	Indian cuisine			
Lolly cake	/m/09v46d	New Zealand cuisine			
Lahmacun	/m/08xmsn	Armenian			
Kugel	/m/04d4tf	Jewish cuisine			
Pinangat	/m/04cv13l	Filipino			
Hobbang	/m/0412srs	Korean			
Bibimbap	/m/03g917	Korean			
Atole	/m/04njwd				
Roast lamb with laver sauce	/m/047mppc	Welsh cuisine	Lamb		
Bananarita	/m/04cxbsk		Margarita mix,Banana liqueur,Tequila		
Spring roll	/m/049qbg		Rice noodles		
Lekach	/m/0463p_g	Jewish cuisine			
Mind Eraser	/m/05n7ncy		Vodka,Tonic water,Kahlúa		
Moronga	/m/06_p19	Mexican			
Matzo Pancake	/m/05skwhq	Jewish cuisine	Sugar,Egg,Water	Breakfast	
Cream of Wheat	/m/02cxnj				
Pommes Dauphines	/m/02w1488	French			
Scaloppine	/m/02r_57f	Italian			
Sambar	/m/02s_nm	Udupi cuisine,Indian cuisine			
Morteau Sausage	/m/02qg8zn	French			
Oil noodle	/m/02z6lqm	Filipino			
Painkiller	/m/02vlx8_		Orange juice,Pineapple Juice,Coconut cream,Dark Rum		
Sea breeze	/m/02pswnc		Grapefruit juice,Vodka,Cranberry juice		
Mandu	/m/06r77g	Korean			
Biskotso	/m/09tth4	Filipino			
Lalab	/m/0c02gc9	Sundanese cuisine			
Landjäger	/m/08t80d	German	Beef,Pork,Lard	Sausage	
Escabeche	/m/0b0gnw	Spanish Cuisine,Filipino,French			
Puff pastry	/m/0cn1d			Breakfast	
Murtabak	/m/06n7yw	Indonesian,Singaporean cuisine			
Panforte	/m/073vd8	Italian			
Bumbo	/m/05ljkk		Cinnamon,Water,Rum,Sugar Cube,Nutmeg		
Zhajiang mian	/m/04tk_v	Chinese			
Matzo brei	/m/0bxy01	Jewish cuisine			
Obusuma	/m/0bbzc9t				
Bánh Xèo	/m/0b2hk8	Vietnamese			
Amba	/m/0b2sck				
Rhubarb pie	/m/0bjdsn		Flour,Shortening,Sugar,Rhubarb	Pie	
Egg sandwich	/m/0bbd9t				
Caparrones	/m/0byrsb	Spanish Cuisine			
Okonomiyaki	/m/012x_n	Japanese Cuisine	Dashi,Cabbage		
Panettone	/m/09pwh	Italian			
Biscuit rose de Reims	/m/09v2fwy	French			
Thai fried rice	/m/0f9lr8	Thai			
Twice Cooked Pork	/m/079l46	Chinese			
Tomato pie	/m/06b2t3	Italian			
Quince cheese	/m/04m_z99	French,Spanish Cuisine			
Blue-backed fish	/m/03np0wd	Japanese Cuisine			
Penuche	/m/042rdg				
Jambonette	/m/04gs473	French			
Shlishkes	/m/03g_yrx	Jewish cuisine,Hungarian	Egg,Water	Dumpling	
Scacciata	/m/047lngt	Italian			
Luther Burger	/m/068nvr		Cheese,Ground beef,Bacon	Sandwich	
Kasha	/m/04y571	Jewish cuisine			
Piccata	/m/056cvdf	Italian			
Blood 'N' Sand	/m/05t1_tg		Orange juice,Sweet Vermouth,Scotch whisky,Cherry Brandy		
Pane carasau	/m/0cbx8	Italian			
Poriyal	/m/03hlzdd	Indian cuisine			
Dondurma	/m/04fh8w	Turkish			
Chinotto	/m/03m57m	Italian			
Saganaki	/m/04knj_	Greek			
Gata	/m/027542b	Armenian			
Mooncake	/m/025dhq	Chinese		Pastry	
Nata de coco	/m/035x1l	Filipino			
Pie and mash	/m/02fv71	British Cuisine			
Cafreal	/m/026tr8y	Indian cuisine			
Boliche	/m/02z0vcq	Cuban	Chorizo		
Arrosticini	/m/02r6jrt	Italian			
Carbonara	/m/0273gv	Roman,Italian	Pancetta,Pecorino Romano,Guanciale,Parmigiano Reggiano,Pasta,Egg	Pasta dish	
Crowdie	/m/0b69hk	Scottish cuisine			
Fried prawn	/m/0b4rl8	Japanese Cuisine			
Galbijjim	/m/047c0hj	Korean	Short ribs		
Gimbap	/m/048wsd	Korean			
Karasumi	/m/041st8	Japanese Cuisine			
Polpo in umido con cipolle	/m/07yj3nb	Apulian	Octopus,Tomato,Onion	Main course	
Sev mamra	/m/07zbk_	Indian cuisine			
Makchang	/m/0dr_02	Korean			
Tong Sui	/m/07cmh2	Chinese		Dessert	
Bridie	/m/076lpm	Scottish cuisine	Ground beef	Meat pie	
Baeckeoffe	/m/074hmn	French			
Samgyetang	/m/0760k0	Korean			
Taquito	/m/08chc_	Mexican			
Cheeky Vimto	/m/02ryjfk		WKD Original Vodka,Port wine,Vodka		
Natillas	/m/02qvg2t	Spanish Cuisine			
Yakitori	/m/023kc8	Japanese Cuisine		Barbecue	
Wine cooler	/m/022dwd		Fruit juice,Carbonated water,Wine,Sugar	Drink	
Yakisoba	/m/02ln79	Japanese Cuisine			
Pan loaf	/m/02q8shx	Scottish cuisine		Bread	
Dubu kimchi	/m/0263yhl	Korean			
Gaz	/m/02qxqfn				
Lavash	/m/02yhx6	Armenian,Turkish			
Dampfnudel	/m/02pnqzx	German			
Soda bread	/m/02jvjf		Odium's Irish cream flour		
King cake	/m/02dlfy	French			
Bánh tét	/m/02rnkw1	Vietnamese			
Salpicon	/m/02wctmd	French			
Baba ghanoush	/m/032lrz	Lebanese,Jewish cuisine			
Common whitefish	/m/025mt3	Armenian			
Mont Blanc	/m/03cxz3q	French	Creme de Marrons	Dessert	
Chole bhature	/m/027hq5s	Indian cuisine			
Suikerboon	/m/026940v				
Kamikaze	/m/02pstds		Lime Juice,Vodka,Triple sec		
Siu yi	/m/02q4sty	Cuisine of Hong Kong			
Mala Mogodu	/m/09gcx9w		Tripe		
Romeritos	/m/08tnvc	Mexican			
Jajangmyeon	/m/08xhj_	Korean			
Italian ice	/m/063zzw	Italian			
Pizzelle	/m/0166z_	Italian			
Croque-monsieur	/m/01s08d	French	Cheese,Ham	Sandwich	
Polvorón	/m/04glntw	Mexican			
Mami Soup	/m/04gkb7l	Filipino			
Lechazo	/m/04gr7sp	Spanish Cuisine			
King Kong milk candy	/m/03c_rv9				
Lomi	/m/03d7qqr	Filipino			
Frittata	/m/07tyc5	Italian			
Mattar Paneer	/m/083l19	Indian cuisine			
Pisto	/m/07ll3p	Spanish Cuisine			
Haupia	/m/07mzpp		Coconut milk		
Nuomizi	/m/02qf255	Cuisine of Hong Kong			
Druckers Vienna Patisserie	/m/02z72xb	French			
Clapshot	/m/02qz5x7	Scottish cuisine	Rutabaga,Chives,Potato		
Ristretto	/m/02pjqs	Italian			
Sponge cake	/m/02w6jk	Italian,Jewish cuisine			
Kasuzuke	/m/02rppnd	Japanese Cuisine			
Bisi Bele Bath	/m/02qng62	Indian cuisine			
Batata harra	/m/06zdd5	Lebanese			
One bowl with two pieces	/m/07gkv_	Cuisine of Hong Kong			
Refried beans	/m/01s9wq	Mexican			
Bayonne ham	/m/03c0tgr	French			
Longaniza	/m/03bxpdm	Mexican,Filipino,Spanish Cuisine			
Mein gon	/m/03cnn0l				
Barbecue sauce	/m/0grry		Ketchup		
Saure Kutteln	/m/0b74vwz		Tripe		
Siopao	/m/0bhn86	Filipino			
Gummi worms	/m/0b6fjvw				
Pig's organ soup	/m/0bsqfg	Singaporean cuisine			
Lampredotto	/m/080hr7n	Italian	Tripe		
Chopped liver	/m/08cbln	Jewish cuisine			
Ragda pattice	/m/0bw78q	Indian cuisine			
Kiwiburger	/m/0713b9	New Zealand cuisine			
Dark 'N' Stormy	/m/026p07k		Ginger beer,Dark Rum		
Pecsenye	/m/02rlqlq	Hungarian			
Fugu	/m/02f5wl	Japanese Cuisine			
Soup Number Five	/m/02vyjp8	Filipino			
Rice congee	/m/02g3h_	Indonesian,Singaporean cuisine,Indian cuisine,Chinese,Japanese Cuisine,Cuisine of Hong Kong,Filipino	Rice		
Pink Gin	/m/022jjz		Angostura bitters,Gin		
Tom kha gai	/m/0249gb	Thai	Chicken meat,Galangal,Lemongrass,Coconut milk		
Castella	/m/02gs9l	Japanese Cuisine			
Apple pie	/m/014_z9	American,British Cuisine	Flour,Sugar,Shortening,Apple	Pastry,Dessert	
Lobster Newberg	/m/084t_r		Sherry,Cream,Lobster,Butter,Egg,Cognac,Cayenne pepper		
Japchae	/m/08gyzm	Korean			
Chocolate balls	/m/066q9f				
Avena	/m/0dtrfw				
Daun ubi tumbuk	/m/0drw6n_	Padang food			
Dai pai dong	/m/06ttb_	Cuisine of Hong Kong			
Gibraltar rock	/m/065_zy_				
Chocolate cake	/m/079dl7		Chocolate		
Chocolate-coated peanut	/m/08h6mq				
Lechón	/m/06rvrg	Filipino	Sucking pig		
Kombdi vade	/m/06h5z4	Indian cuisine			
Carrot and Red Lentil Soup	/m/06vwpps		Onion,Lentil,Carrot	Soup	
Santhakai	/m/02ps3d8	Indian cuisine			
Handi	/m/02qmhzb	Indian cuisine			
Gruel	/m/02p3603				
Skordalia	/m/02639fs	Greek			
Leek soup	/m/02qg7dt	Welsh cuisine			
Sakana	/m/027lnr6	Japanese Cuisine			
Tartiflette	/m/036q70	French			
Water chestnut cake	/m/02r_4ld	Cuisine of Hong Kong			
Cougnou	/m/0276s14	French			
Shashlik	/m/02p1p9m	Turkish			
Bánh bò	/m/02rhtd6	Vietnamese			
Porto flip	/m/02psxbc		Egg yolk,Brandy,Port wine		
Faki soupa	/m/028b0f_	Greek			
Boiled beef	/m/02vkl6v	Jewish cuisine			
Gyuuhi	/m/090b55	Japanese Cuisine			
Rouladen	/m/09z9b5	German,Hungarian			
Kabab Koobideh	/m/0dj24b	Lebanese			
Bhujia	/m/0cjjb7	Indian cuisine			
Pesto	/m/01q6dt	Italian			
Akuri	/m/0265my9	Indian cuisine			
White bread	/m/03dnxh		Bread Flour	Bread	
Singori	/m/02893g7				
Tarte tatin	/m/02l9ml	French	Apple		
Caciocavallo	/m/02b78d	Italian			
Sujebi	/m/03cr2cg	Korean			
Betutu	/m/02qy33n	Indonesian			
Sope	/m/03c3jn1	Mexican			
Stick candy	/m/0520lbm				
Swiss roll	/m/067b4q	Hungarian			
White Lady	/m/05n35c8		Lemon juice,Cointreau,Gin		
Hairy Navel	/m/05n991j		Peach schnapps,Orange juice,Vodka		
Keema	/m/08zgs3	Indian cuisine			
Chocolate truffle	/m/0cfk35				
Futurist meals	/m/0c1wh7	Italian			
Yorkshire pudding	/m/09llx	British Cuisine			
Kaszanka	/m/0970fj	Polish	Blood,Groats	Sausage	
Carnitas	/m/0985p5	Mexican			
Sicilian pizza	/m/09yjm8	Italian			
Chakri noodles	/m/09cnm6	Indian cuisine			
Hokey pokey	/m/09sc7k	New Zealand cuisine			
Haejangguk	/m/02pg_sb	Korean			
Fera	/m/02qw0lq	French			
Seafood birdsnest	/m/02vqg_k	Cuisine of Hong Kong			
Nattokinase	/m/02x27wt	Japanese Cuisine			
Chicken Tikka Masala	/m/027gdv	Indian cuisine	Chicken meat		
Enchilada	/m/0dc3k	Mexican			
Aloo pie	/m/06gp19	Indian cuisine			
Dunlop cheese	/m/06jkxf	Scottish cuisine			
Traou Mad	/m/06j8kg	French			
Choucroute garnie	/m/06z1bh	French			
Biscuits and gravy	/m/09cc0q				
Northern Gannet	/m/01lcvq	Scottish cuisine			
Donburi	/m/014vnq	Japanese Cuisine			
Barley gruel	/m/0h64hpc				
Étouffée	/m/07n6j3	Cajun,Louisiana Creole cuisine	Shrimp,Flour,Table salt,Parsley,Onion,Butter,Roux,Crab meat,Crawfish tails,Scallion,Garlic,Cayenne pepper,Rice		
Neapolitan ice cream	/m/05h08	Italian			
Tomate	/m/05n9bm2		Pastis,Grenadine		
Spicy tingly beef	/m/05v689s		Sichuan Pepper		
Brown sauce	/m/056vbf	French			
Smoky Martini	/m/05n2xb5		Gin,Scotch whisky		
Rigatoni alla Pajata	/m/072m3d	Italian			
Lobster Thermidor	/m/07fx4j	French	Lobster		
Ćevapčići	/m/06mxww	Balkan cuisine			
Acini di pepe	/m/07md0f	Italian			
Katsudon	/m/0797dp	Japanese Cuisine			
Mee Goreng	/m/0f41s6	Malaysian,Indonesian,Singaporean cuisine	Onion,Noodle,Egg		
Tsoureki	/m/0c8995	Turkish,Greek			
Albóndigas	/m/0f62cj	Mexican			
Nocilla	/m/0f0wvs	Spanish Cuisine			
Clootie	/m/0h48km	Scottish cuisine		Dessert	
Pancit Malabon	/m/0g38pq	Filipino			
Nikuman	/m/0g9fr1	Japanese Cuisine			
Lor mee	/m/0g2n9c	Singaporean cuisine			
Bavette	/m/09gdlyk	Italian			
Soup alla Canavese	/m/07212	Italian			
Bertolli	/m/027g73c	Italian			
Orgasm	/m/02psthj		Baileys Irish Cream,Cointreau,Grand Marnier	Cocktail,Drink	
Jellied eels	/m/02fvh3	British Cuisine			
Pastrami	/m/030zsj	Jewish cuisine			
Bánh cuốn	/m/02rrf0v	Vietnamese			
Salad dressing spread	/m/027xmcf		Extra virgin olive oil		
Dutch apple pie	/m/04gs5w				
Pall Mall	/m/05n2v4t		Sweet Vermouth,Vermouth,Gin,Creme de cacao		
Chokladboll	/m/05y37l			Pastry	
Biscotti	/m/0528g3	Italian			
Prune compote	/m/05f64w7	Jewish cuisine			
Tarator	/m/061dy3	Turkish			
Rouille	/m/04t9b9	French			
Churchill	/m/05n7z4j		Vermouth,Cointreau,Lime Juice,Scotch whisky		
Joker	/m/05n1nww		Orange juice,Gin,Kool-Aid,Tonic water		
Eggplant jam	/m/05c21fx	Jewish cuisine			
Nasi goreng	/m/092hlb	Singaporean cuisine,Indonesian,Malaysian	Rice	Main course	
Slinzega	/m/0905g_	Italian			
Irish Flag	/m/05n8120		Baileys Irish Cream,Crème de menthe,Scotch whisky	Drink,Cocktail,Shooter	
Glorified rice	/m/04zzs65	Cuisine of the Midwestern United States		Dessert Salad	
Curried egg	/m/05skwyh		Boiled eggs		
Chow mein sandwich	/m/0981pb	American Chinese cuisine			
Bomboloni	/m/09g962v	Italian			
Tea egg	/m/08y66y	Cuisine of Hong Kong,Chinese			
Charqui	/m/01shkg				
Gummy bears	/m/01vgft				
Moscow Mule	/m/01myc4		Vodka,Lime Juice,Ginger beer		
Fried noodles	/m/09clx2	Chinese			
Frittole	/m/09glpz1	Italian			
Ciabatta integrale	/m/0hnqgr6		Italian Integrale flour		
Lakhamari	/m/0gwv4r				
Sweet and sour pork	/m/06vpw4	Chinese			
Vitello tonnato	/m/06w7f26	Italian			
Soy egg	/m/0frzhw	Chinese			
Caju amigo	/m/0g912y		Cashew Slice,Cashew Juice,Cachaça		
Soor ploom	/m/0fpv9w	Scottish cuisine	Plum	Candy	
Onigiri	/m/012xxq	Japanese Cuisine,Korean			
Souvlaki	/m/01l5h4	Greek	Lamb		
Salami	/m/018dz0	Italian			
Boeuf à la mode	/m/0fh1cm	French			
Chimaki	/m/0gwdt_	Japanese Cuisine			
Papeda	/m/0gmbxbs				
Imperial Japanese rations	/m/06tmv6	Japanese Cuisine			
Kaju Katli	/m/076pbw				
Kaiserschmarrn	/m/07l949	Hungarian			
Gimchi jjigae	/m/06q545	Korean			
Creamed corn	/m/070g37	American	Cream,Maize	Side dish	
Hae mee	/m/06nk8b	Singaporean cuisine			
Bear claw	/m/06c_dx				
Pesto genovese	/m/05v68d5		Basil		
Strudel	/m/05m8_w	Hungarian			
Cashew chicken	/m/05w_n7				
Kaiser roll	/m/05d3wv	Jewish cuisine			
Pecan pie	/m/0518z0	American	Corn syrup,Pecan	Dessert,Pie	
Tarakjuk	/m/05mr94m				
Milanesa	/m/045ct5	Mexican			
Dolma	/m/03kr5_	Greek,Turkish,Lebanese,Armenian			
Alexander	/m/02py57t		Creme de cacao,Gin,Cream		
Granita	/m/02vzw5	Italian			
Dolly mixture	/m/02p9y7b				
Kueh tutu	/m/02w9n7j	Singaporean cuisine			
Brut Cocktail	/m/02z77v0		Orange bitters,Angostura bitters,Vermouth,Picon		
Ice cream	/m/0cxn2	French,Italian	Sugar,Cream	Dessert	
Manju	/m/0d4sy2	Japanese Cuisine			
Kadhi	/m/0dj2h6	Indian cuisine			
Chwinamul	/m/0cz6vl	Korean			
Lemon Chicken	/m/09g7kt	Italian			
Sopa de Mondongo	/m/08w7gq	Latin American	Tripe		
Sacchettoni	/m/09gkyhc	Italian			
Rayu	/m/02r01mn	Japanese Cuisine			
Mendiant	/m/0279mnq				
Lap cheung	/m/0272wtn	Cuisine of Hong Kong			
Bijou Cocktail	/m/027_srx		Gin,Orange bitters,Chartreuse,Vermouth		
Vareniki	/m/02cxsh	Ukrainian,Jewish cuisine	Meat,Boiled eggs,Cheese,Cabbage,Sauerkraut	Dumpling	
Cordial	/m/02694dk				
Scrambled eggs	/m/02dmw4		Milk,Egg	Breakfast	
Thirteen desserts	/m/02z3z0v	French			
Black Russian	/m/01k4y		Vodka,Coffee liqueur	Cocktail	
Breakfast cereal	/m/0l6sg			Breakfast	
Tomato soup	/m/09tl3w				
Oyster omelette	/m/099cwp	Singaporean cuisine			
Tortita negra	/m/09gq6gr	Spanish Cuisine			
Kerala porotta	/m/0ctgwz	Indian cuisine	Shortening,Egg,Maida flour	Bread	
Stir frying	/m/0dxr0	Chinese,Indonesian			Capcay
Pambazo	/m/0gf756	Mexican			
Punjena paprika	/m/0ghl5h	Hungarian			
Yuanyang	/m/06x9hk	Cuisine of Hong Kong			
Tamago kake gohan	/m/05mr95	Japanese Cuisine			
Za'atar	/m/05dchz	Armenian			
Cookie salad	/m/05p75c3	Cuisine of the Midwestern United States		Dessert Salad	
Harees	/m/05b517				
Critty Bo	/m/05pxdkn		Orange juice,Vodka		
Screwdriver	/m/078rx		Orange juice,Vodka		
Kanjivellam	/m/088vrn	Indian cuisine			
Occitan cuisine	/m/080pkw0	French			
Burong mangga	/m/07n09s	Filipino			
Raw sea urchins	/m/07yj3md	Apulian		Entrée	
Peanut butter and jelly sandwich	/m/011xyw	American	Peanut butter,Jam	Breakfast	
Bellini	/m/0fy4lk		Peach purée,Sparkling wine		
Oksusu cha	/m/0c6sxp	Korean			
Jordan Almonds	/m/0b3k2s				
Dutch baby pancake	/m/0f9svp				
Golden Doublet	/m/0h4d71		Lime Juice,Orange juice,Grand Marnier		
Kadaif	/m/08l55l	Lebanese,Armenian			
Andouillette	/m/08qpc5	French			
Rakshi	/m/07zb2p	Nepalese cuisine		Drink	
Scotch pie	/m/0403dg	Scottish cuisine			
Buttery	/m/04__ll	Scottish cuisine			
Putnis	/m/0479_v4	Udupi cuisine			
Maestro Martino of Como	/m/04f45qw	Italian			
Chola bhatura	/m/043n29d	Indian cuisine			
Stollen	/m/04bh7b	German			
Shahi paneer	/m/03g_8bh	Indian cuisine			
Tubetti	/m/04ykttt	Italian	Semolina		
Ciccioli	/m/056kp7s	Italian			
Beton	/m/05ywn3q		Becherovka,Tonic water	Cocktail	
Carré D'agneau	/m/03h4ws3	French			
Ventricina	/m/04jl4z5	Italian			
Aloo gobi	/m/03vfk9	Indian cuisine	Cauliflower		
Kapampangan cuisine	/m/03m89fy	Filipino			
Soft boiled egg	/m/04llb5h				
Popiah	/m/04bstj	Singaporean cuisine			
Cuisine of Sicily	/m/0c6fl	Italian			
Tintern	/m/026swpc	Welsh cuisine			
Gyudon	/m/02f82r	Japanese Cuisine			
Shkembe chorba	/m/025s09m	Greek			
Bicol Express	/m/02vqscp	Filipino			
Tokwa at baboy	/m/02616pk	Filipino			
Taro dumpling	/m/02rp16r	Cuisine of Hong Kong			
Pecorino Siciliano	/m/02x0nwz	Italian			
Balut	/m/03lcgp	Cambodian,Filipino,Vietnamese		Aphrodisiac,Street food,Snack food	
Bialy	/m/0447sh	Polish,Jewish cuisine	Yeast,Onion,Flour	Bread	
Gringas	/m/027vyzd	Mexican			
Pig's ear	/m/02r0hll	Japanese Cuisine			
Budae jjigae	/m/0263xl_	Korean			
Jermuk	/m/02753xv	Armenian			
Cream bun	/m/02q6ywr	Cuisine of Hong Kong			
Risotto	/m/034xzm	Italian	Olive oil,Carnaroli rice,Arborio rice		Butternut Squash Risotto,Baked Risotto with Asparagus, Spinach, and Sausage
Galani	/m/05mwlzr	Italian			
Old Fashioned	/m/05pws		Rye whiskey,Angostura bitters,Bourbon whiskey,Sugar Cube,Soda water,Scotch whisky		
Wibele	/m/0g13hn	German			
Szaloncukor	/m/09ltdb	Hungarian			
Baconique meal	/m/09k6psy	French			
Mezzelune	/m/09gq85f	Italian			
Zha cai	/m/098slz	Cuisine of Hong Kong			
Rum ball	/m/04kyvc				
Pucker Up	/m/05n9bf8		7 Up,Apple Pucker		
Silverlake Slip	/m/05n9bl4		Amaretto,Grapefruit juice		
Pancake	/m/01dwwc	Chinese	Whole wheat flour	Breakfast	
Cream tea	/m/01pmhx				
Soffritto	/m/084_y8	Italian			
