name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Royal Oak Pappy's Porch Sippin' Porter	/m/0n1vltd								The Royal Oak Brewery			
Kuhnhenn Barrel Russian Imperial Stout	/m/0n4y3tk								Kuhnhenn Brewing Company			
New Holland Bitter Ending	/m/0n1v6fg								New Holland Brewing Company			
Saugatuck Oval Beach Blond Ale	/m/0n1qwf4			5.2					Saugatuck Brewing Company			
Rogue Morimoto Imperial Pilsner	/m/0n1xk0b								Rogue Ales			
New Holland Red Tulip	/m/0n1v747								New Holland Brewing Company			
Kuhnhenn Wild Blueberry Pancake Ale	/m/0n4y3p1								Kuhnhenn Brewing Company			
Aviemore Cairngorm Unco Highland Lager	/m/04dqq7b			5.0					Aviemore		United Kingdom	/m/04dr3_d
Butts Brewery Organic Barbus barbus	/m/04dqpf9			4.6					Butts Brewery		United Kingdom	/m/04dr2yw
CWF Mather's Black Beer	/m/04dqpdw			8.5					CWF		United Kingdom	/m/04dr2lc
Náchod Primátor 24%	/m/04dqmxk			10.0					Náchod		Czech Republic	/m/04dqycc
Mt. Begbie Brewing Company Begbie Cream Ale	/m/04dqmt1			4.7					Mt. Begbie Brewing Company		Canada	/m/04dqzgw
Huisbrouwerij Klein Duimpje Erik de Noorman	/m/04dqmcy			9.5					Huisbrouwerij Klein Duimpje		Netherlands	/m/04dr21c
Burgerbräu Bamberg Pils	/m/04dqlbp			5.0					Burgerbräu Bamberg		Germany	/m/04dr470
Labatt Blue Light	/m/04dql81			4.0					Labatt Brewing Company		Canada	/m/04dr3cs
Wychwood Goldwing English Blond	/m/04dqjqq			5.5					Wychwood Brewery		United Kingdom	/m/04dq_07
Itchen Valley Father Christmas Strong Real Ale	/m/04dqjp5			5.5					Itchen Valley Brewery		United Kingdom	/m/04dq_33
Bragdy Ceredigion Draig Aur (Gold Dragon)	/m/04dqh7f			4.2					Bragdy Ceredigion		United Kingdom	/m/04dr2n3
Great Lakes Brewing Co. Burning River Pale Ale	/m/04dqh1j			6.0					Great Lakes Brewing Co.		United States of America	/m/04dqyhh
Rodenbach Alexander	/m/04dqgx1			6.0					Rodenbach		Belgium	/m/04dq_vw
Odell Brewing Co Levity Amber Ale	/m/04dqggy			5.0					Odell Brewing Company		United States of America	/m/04dqxwm
Coniston Bluebird Bitter	/m/04dqg3_			4.2					Coniston		United Kingdom	/m/04dr4m8
Van Steenberge Augustijn Grand Cru	/m/04dqffp			9.0					Van Steenberge		Belgium	/m/04dr444
Heather Ale Company Fraoch Heather Ale	/m/04dqdn9			5.0					Heather Ale Company		United Kingdom	/m/04dr2j_
Acorn Barnsley Bitter	/m/04dqcnl			3.8					Acorn		United Kingdom	/m/04dr08m
Dommelsch (Inbev) Pilsener	/m/04dqbxz			5.0					Dommelsch (Inbev)		Netherlands	/m/04dr3w0
Firestone Double Barrel Ale	/m/04dqq1f			5.0					Firestone		United States of America	/m/04dqyrw
Het Anker Gouden Carolus	/m/04dqx1m			7.8					Het Anker		Belgium	/m/04dq_bh
Ridgeway Bad Elf Winter's Ale	/m/04dqwyp			6.0					Ridgeway		United Kingdom	/m/04dr6tb
Allagash Tripel Reserve	/m/04dqvh5			9.0					Allagash Brewing Company		United States of America	/m/04dr2p3
Oettinger Pils	/m/04dqtlz			4.7					Oettinger		Germany	/m/04dqybc
Molson Pilsner	/m/04dqskq			5.0					Molson		Canada	/m/04dqxzc
Bear Brewing Company Black Bear Ale	/m/04dqsj5			5.0					Bear Brewing Company		Canada	
Far East Beer Co. Lal Toofan	/m/04dqs_y			5.0					Far East Beer Co.		United Kingdom	/m/04dr3nx
Carlsberg-Tetley Tetley Bitter	/m/04dqrsb			3.6					Carlsberg		United Kingdom	/m/04dr17h
Brand UP (Urtyp Pilsener)	/m/04dqqzr			5.5					Brand		Netherlands	/m/04dr5kq
Houston Peter's Well	/m/04dqqy6			4.2					Houston		United Kingdom	/m/04dqzr7
Cascade Amber	/m/063hlx4	Amber ale							Tied-House Cafe & Brewery			
Carnegie Porter	/m/05ykp5x	Porter									Sweden	
Highland Scottish Ale	/m/05khg_y	Scottish and Irish Ale							Storm Brewing		Vancouver,Canada	
J.W. Lees Brewer's Dark	/m/0dlfhwq			3.5					JW Lees			
Kuhnhenn Metrys Winter Lager	/m/0n4y3nw								Kuhnhenn Brewing Company			
Atwater Dirty Blonde	/m/0lywwc8			4.5			8.0		Atwater Brewery			
Rogue Juniper Pale Ale	/m/0n1xk0j								Rogue Ales			
Atwater Conniption Fit	/m/0lywwl2	Imperial IPA		8.0			92.0		Atwater Brewery			
Royal Oak The Green Manalishi Double IPA	/m/0n1vlp2								The Royal Oak Brewery			
New Holland Peace Out	/m/0n1v6_7								New Holland Brewing Company			
Saugatuck Singapore I.P.A.	/m/0n1qwdz			6.7					Saugatuck Brewing Company			/m/0n1qx18
Kuhnhenn Czech Pilsner	/m/0n4y3s7								Kuhnhenn Brewing Company			
New Holland Envious	/m/0n1v3km			7.5	17.1				New Holland Brewing Company			
Royal Oak Marzen	/m/0n1vlwj								The Royal Oak Brewery			
Beckstones Black Dog Freddy	/m/0djzbk4								Beckstones			
Bishops Finger	/m/0cbn5l			5.4					Shepherd Neame		United Kingdom	/m/04dr1k_
Mt. Tam Pale Ale	/m/063hnvh	Pale ale							Marin Brewing Company			
New Holland Gruit Ale	/m/0n1v6wn								New Holland Brewing Company			
Odd Side Mayan Mocha Stout	/m/0n4y4rj								Odd Side Ales			
Mount Pleasant Harvest Ale	/m/0n4y4fr								Mount Pleasant Brewing Co			
Kuhnhenn Lime Panty Dropper	/m/0n4y3yz								Kuhnhenn Brewing Company			
Fort Street Supermassive Black Hole of Delicousness	/m/0n4y2q9								Fort Street Brewery			
Dark Horse Amber Ale	/m/0mtzjt9	Amber ale		6.0					Dark Horse Brewing Co.			/m/0mt_gcg,/m/0mt_fs_,/m/0mt_gcm
Brasseurs Savoyards La Cordée Bière de Savoie	/m/04dq95d			5.5					Brasseurs Savoyards		France	/m/04dr2l_
De Bekeerde Suster Blonde Ros	/m/04dqb8d			6.2					De Bekeerde Suster		Netherlands	/m/04dr0pr
Dojlidy Magnat	/m/04dqx4g			7.0					Dojlidy Brewery		Poland	/m/04dr2m7
High Falls Brewing Co. Genesee Cream Ale	/m/04dqwx0			4.5					High Falls Brewing Company		United States of America	/m/04dr1qm
St Bernardus Prior 8	/m/04dqwgx			8.0					St. Bernardus		Belgium	/m/04dq_rr,/m/04dr6fv
Inveralmond Lia Fail	/m/04dqtn8			4.7					Inveralmond		United Kingdom	/m/04dr60l
Blaugies Saison d'Epeautre	/m/04dqsnk			6.0					Blaugies		Belgium	/m/04dr5dl
Boelens Waase Wolf	/m/04dqrxy			6.5					Boelens		Belgium	/m/04dqzs3
Hogs Back BSA	/m/04dqqwp			4.6					Hogs Back Brewery		United Kingdom	/m/04dr636
Ballard's Wassail	/m/04dqqv4			6.0					Ballard's		United Kingdom	/m/04dqzwr
Cerveceria de Canarias Tropical Premium	/m/04dqlhh			5.5					Cerveceria de Canarias		Spain	/m/04dr68v
Tyskie Gronie	/m/04dqjtk			5.6					Kompania Piwowarska		Poland	/m/04dqxqm,/m/04gdkd5
Cerveceria Bucanero Mayabe	/m/04dqhcc			4.0					Cerveceria Bucanero		Cuba	/m/04dr5qb
Göller Dunkel	/m/04dqflh			5.2					Göller		Germany	/m/04dr6tl
Bartram's Comrade Bill Bartram's Egalitarian Anti Imperialist Soviet Stout	/m/04dqdls			6.9					Bartram's		United Kingdom	/m/04dqz3w
Rogue Artisan Lager	/m/04dqdk7			5.2					Rogue Brewing		United States of America	/m/04dr1yc
Jennings Cumberland Ale	/m/04dqctd			4.2					Jennings		United Kingdom	/m/04dr33_
Cantillon Vigneronne	/m/04dqckj			5.0					Cantillon Brewery		Belgium	/m/04dr0cw
Heineken Export	/m/04dqcg0			5.0					Heineken Brewery		Netherlands	/m/04dr35h
Budels Capucijn	/m/04dqc_r			6.5					Budels		Netherlands	/m/04dr18_
Phoenix	/m/04dqbz8			5.0					Phoenix		Mauritius	/m/04dr6b6
Cuauhtemoc Moctezuma Cerveza Superior	/m/04dqbm_			4.5					Cuauhtémoc Moctezuma Brewery		Mexico	/m/04dr1j3
Hair of the Dog Fred	/m/04dqb2h	Wheat beer		10.0					Hair of the Dog Brewing		United States of America	/m/04dr2q_
Brasserie Jeanne d'Arc Grain d'Orge	/m/04dq9xt			8.0					Brasserie Jeanne d'Arc		France	/m/04dqxjh
Boon Rawd Singha Lager	/m/04dq9w8			6.0					Boon Rawd Brewery		Thailand	/m/04dr253
Butts Brewery Organic Golden Brown	/m/04dq9j_			5.0					Butts Brewery		United Kingdom	/m/04dr39x
Tiger Beer	/m/0bggfkw								Asia Pacific Breweries			
Otley Dark-O	/m/0djz9_9	Mild ale							Otley Brewing Company Limited			
First Lightning	/m/0cttpnj			4.6					Atomic Brewery			
Grand Imperial Porter	/m/0fpf0fm								Browar Amber			
Kuhnhenn Dark Mild	/m/0n4y3zj								Kuhnhenn Brewing Company			
New Holland Belgian Knife Fight	/m/0n1v6cl								New Holland Brewing Company			
Motor City Honey Porter	/m/0n4y48c								Motor City Brewing Works			
New Holland Four Witches Black Saison	/m/0n1pyd1	Saison		7.3	15.0				New Holland Brewing Company			/m/0n1pzmk,/m/0n1pzmr,/m/0n1pzmx
Stella Artois	/m/071mw			5.0								
Saugatuck True Scot Ale	/m/0n1qwds			5.5					Saugatuck Brewing Company			
New Holland Crack of Dawn	/m/0n1v3kf	Pale ale		5.0	4.0		35.0		New Holland Brewing Company			
77 Lager	/m/0b68kk4	Pilsener		4.9	1046.0		35.0		BrewDog			/m/0b68l6_,/m/0b68l6t,/m/0b68l6m
Grimbergen Optimo Bruno	/m/04dqw0g			10.0					Grimbergen		Belgium	/m/04dqy8w
Jennings Golden Host	/m/04dqdz4			4.3					Jennings		United Kingdom	/m/04dqx_m
Tin Whistle Black Widow	/m/04dqg3b			5.0					Tin Whistle		Canada	/m/04dr3ms
Dojlidy Mocne	/m/04dqgvr			7.0					Dojlidy Brewery		Poland	/m/04dqzsw
Brakspear Strong Ale	/m/04dqjkx			5.0					Brakspear		United Kingdom	/m/04dr0x_
Jagodinska Pivara Jagodinsko	/m/04dqkdh			4.0					Jagodinska Pivara		Serbia	/m/04dr4kd
Usher's 1824 Particular	/m/04dql0v			6.0					Usher's		United Kingdom	/m/04dqz7m
Green's Explorer	/m/04dql56			6.0					Green's		United Kingdom	/m/04dr4xk
Molson O'Keefe Extra Old Stock	/m/04dql6r			5.65					Molson		United Kingdom	/m/04dqyy7
Molson Rickard's Gold	/m/04dqlzc			5.0					Molson		Canada	/m/04dq_xc
Abbaye des Rocs	/m/04dqmq6			9.0					Abbaye des Rocs		Belgium	/m/04dqxz7
Cropton Uncle Sams	/m/04dq9md			4.4					Cropton Brewery		United Kingdom	/m/04dr29c
Berliner Kindl Original Weisse Schankbier	/m/04dqmrr			2.5					Berliner Kindl		Germany	/m/04dq_k_
Al Ahram Beverages Co. Stella	/m/04dqn_j			4.2					Al Ahram Brewery		Egypt	/m/04dr3_4
Maasland d'n Schele Os Tripel	/m/04dqnvy			7.5					Maasland		Netherlands	/m/04dr4f4
Bear Brewing Company Brown Bear Ale	/m/04dqp8y			5.5					Bear Brewing Company		Canada	/m/04dqxy_
Achouffe Bière de Mars	/m/04dqpr4			7.5					Brasserie d'Achouffe		Belgium	/m/04dq_7c
Highgate Old Ember	/m/04dqpsp			6.5					Highgate		United Kingdom	/m/04dr1gh
Old Stables Brewing Co. Hoppy Dayz	/m/04dqpvn			4.5					Old Stables Brewing Co.		United Kingdom	/m/04dr1yr
Kronenbrauerei ÖkoKrone Organic Pilsner	/m/04dqqty			5.0					Kronenbrauerei		Germany	/m/04dr287
Duyck Jenlain Bière Blonde Spéciale	/m/04dqsv0			6.0					Duyck		France	/m/04dqzhh
Het Anker Gouden Carolus Ambrio	/m/04dqtdd			6.5					Het Anker		Belgium	/m/04dr3hn
Rakovnik Bakalar	/m/04dqvcx			5.0					Rakovnik		Czech Republic	/m/04dqxcw
Earl Soham Brewery Victoria Bitter	/m/04dqvt0			3.8					Earl Soham Brewery		United Kingdom	/m/04dr1sw
Empresa de Cervejas da Madeira Coral	/m/04dqvxj			5.3					Empresa de Cervejas da Madeira		Portugal	/m/04dqzfc
Zywiec Porter	/m/04dqw6c			9.3					Żywiec Brewery		Poland	/m/04dr1kr
FX Matt Saranac Black Forest	/m/04dqw_f			5.5					Matt Brewing Company		United States of America	/m/04dr6pz
Samuel Adams Octoberfest	/m/04dqwx7			4.75					Boston Beer Company		United States of America	/m/04dq__3
Wychwood Pumpking	/m/04dqbc0			4.7					Wychwood Brewery		United Kingdom	/m/04dr5_q
Fox Brewery Perfick	/m/04dqbgj			3.7					Fox Brewery		United Kingdom	/m/04dr5vg
Butterknowle Brewery Banner Bitter	/m/04dqbjh			4.0					Butterknowle Brewery		United Kingdom	/m/04dr6tv
Menabrea Birra S.P.A.	/m/04dqcg7			4.8					Menabrea		Italy	/m/04dr56l
Dogfish Head 120 min. I.P.A	/m/04dqchs			21.4					Dogfish Head Brewery		United States of America	/m/04dr5tb
Paulaner Hefeweizen	/m/02hv3b_	Weizen/Weissbier							Paulaner			
Złote Lwy	/m/0fpf0fv								Browar Amber			
Saint Arnold Brown Ale	/m/0ghstnn	Brown ale							Saint Arnold Brewing Company			/m/0ghstr9
Vanilla Java Porter	/m/0lywwcv											
Founder's Devil Dancer	/m/0lywmqg	India Pale Ale		12.0			112.0		Founders Brewing Company			
Tooheys Pils	/m/0brhxv								Tooheys			
Fuller's ESB	/m/02hv376	Extra Special/Strong Bitter		5.9					Fuller's			
Dark Star Hophead Extra	/m/0dl8hjd			5.8					Dark Star			
Wem Brewing Company Cascade Bitter	/m/0dlfhn2								Wem Brewing Company			
Hopsecutioner	/m/0djy34c								Terrapin Beer Company			
Crouch Vale Brewery Black Gold	/m/0dl8hgg	Golden ale		4.0					Crouch Vale Brewery			
Odd Side Morning Wood	/m/0n4y4r4								Odd Side Ales			
Cutters Half Court India Pale Ale	/m/0n4x__x								Cutters Brewing Co			
Dark Horse Double Crooked Tree IPA	/m/0mtzm0c	Double IPA		12.0					Dark Horse Brewing Co.			/m/0mt_9lw,/m/0mt_9lk
Royal Oak Northern Light	/m/0n1vlvs								The Royal Oak Brewery			
Rogue Chatoe Rouge Good Chit Pilsner	/m/0n1xjzt								Rogue Ales			
Founder's Centennial IPA	/m/0lywmqn			7.2			65.0		Founders Brewing Company			
Black Lotus Swami’s Pepper Palooza	/m/0n4xyd8								Black Lotus Brewing Co			
New Holland Water Sign Wheat	/m/0n1v3hr	Ale,Wheat beer		5.5	15.0		32.0		New Holland Brewing Company			
Hopcat Zugspitze Weizen	/m/0n4y2vk								Hopcat			
Kuhnhenn Loonie Kuhnies Kriek	/m/0n4y3y6								Kuhnhenn Brewing Company			
Royal Oak Summer Wit	/m/0n1vlv1								The Royal Oak Brewery			
New Holland Fool's Gold	/m/0n1v70c								New Holland Brewing Company			
Hasque	/m/0gmhd_0		2010	7.0					Boelens		Belgium	/m/0gmhf24
Crown Lager	/m/027mmv7											
Abita Purple Haze	/m/02hv38y											
Corona	/m/02sjr2h										Mexico	
Dark Star Imperial Stout	/m/0dl8hjl			10.5					Dark Star			
Brock	/m/0dj2q29								Thornbridge Brewery			
Two Brewers Bitter	/m/0cttpnx			3.6					B & T			
Crouch Vale Brewery Amarillo	/m/0dl8hgn	Bitter		3.5					Crouch Vale Brewery			
New Holland 8th Street Porter	/m/0n1v6g0								New Holland Brewing Company			
New Holland Daredevil	/m/0n1v3mj	Ale,Rye beer		5.5	17.0		36.0		New Holland Brewing Company			
Kuhnhenn Hairy Cherry	/m/0n4y3x2								Kuhnhenn Brewing Company			
Kuhnhenn Wheat Wine	/m/0n4y3pt								Kuhnhenn Brewing Company			
Jolly Pumpkin Noel de Calabaza Special Holiday Ale	/m/0lywm4q								Jolly Pumpkin Artisan Ales			
Grand Circus IPA	/m/0lywwds											
Founder's Porter	/m/0lywmrd	Porter		6.5			45.0		Founders Brewing Company			
Kuhnhenn Peach Apricot Panty Dropper	/m/0n4y3_v								Kuhnhenn Brewing Company			
Dupont Moinette Biologique	/m/04dqczf			7.5					Dupont		Belgium	/m/04dr24w
Farsons Lacto	/m/04dqswk			3.4					Farsons		Malta	/m/04dqyyr
Brahma Chopp	/m/04dqfrj			5.0					Brahma		Brazil	/m/04dr2d_
Biddy Early Brewery Black Biddy	/m/04dqkxx			4.2					Biddy Early Brewery		Ireland	/m/04dqzp3
Tinkoff Platinum	/m/04dqt5d			5.0					Tinkoff brewery		Russia	
St. Stan's Whistle Stop Ale	/m/04dqtj_			4.6					St. Stan's		United States of America	/m/04dr017
Bockor Jacobins Framboise Max	/m/04d2v6k											
Grolsch Lente Bok	/m/04dqb40			6.5					Grolsch Brewery		Netherlands	/m/04dr662
Pete's Wicked Summer Brew	/m/04dqtw8			4.9					Pete's Brewing Company		United States of America	/m/04dq_lc
Charles Wells Cobra	/m/04dqmn7			5.0					Charles Wells		United Kingdom	/m/04dqyyw
Daleside St George's Ale	/m/04dqtxt			4.1					Daleside		United Kingdom	/m/04dr5d2
Old Rasputin Russian Imperial Stout	/m/03xf5ll	Imperial stout		9.0			75.0		North Coast Brewing Company			
Ridley's Spectacular	/m/04dqbv_			4.6					Ridley's brewery		United Kingdom	/m/04dr3b0
Shepherd Neame Master Brew	/m/04dqv4x			4.0					Shepherd Neame		United Kingdom	/m/04dr3xd
U Fleku	/m/04dqv98			5.0					U Fleku		Czech Republic	/m/04dr6hq
Pyraser Angewirts Weizen	/m/04dqlqh			5.2					Pyraser		Germany	/m/04dr2g7
Peroni Gran Riserva	/m/04dqwpx			6.6					Peroni		Italy	/m/04dr1l3
Fuller's ESB Export	/m/04dqwh_	Extra Special/Strong Bitter		5.9					Fuller's		United Kingdom	/m/04dr2lr
Cerveceria de Canarias Dorada Especial	/m/04dqfn0			5.5					Cerveceria de Canarias		Spain	/m/04dr32r
Bath Ales Festivity	/m/04dqcd8	Porter		5.0					Bath Ales		United Kingdom	/m/04dqzr_
Unertl Weissbier	/m/04dqnsz			4.8					Unertl		Germany	/m/04dq_4w
Columbia Brewery Kokanee Gold Amber Lager	/m/04dqgr7			5.3					Columbia Brewery		Canada	/m/04dr5gq
Charles Wells Bombardier Satanic Mills	/m/04dqr71			5.0					Charles Wells		United Kingdom	/m/04dr5l6
Archa Beer	/m/04dqg_b			5.4					Thai Beverages,Archa Brewery		Thailand	/m/04dqxd_
Boelens Kerstbier	/m/04dqs9v			8.5					Boelens		Belgium	/m/04dr4v9
Cantillon Kriek	/m/04dqf7s			5.0					Cantillon Brewery		Belgium	/m/04dq_xh
Kloster Andechs Hell	/m/04dqd2c			4.8					Kloster Andechs		Germany	/m/04dr5hb
Bitburger Premium Beer	/m/04dqcp0			4.6					Bitburger		Germany	/m/04dqyjc
Strubbe Ichtegems Oud Bruin	/m/04dqlnj			7.0					Strubbe		Belgium	/m/04dr3fd
Bernard Svetly Lezak	/m/04dqhzx			4.7					Bernard		Czech Republic	/m/04dqyg_
Integrated Bottling Solutions Sweet F.A.	/m/04dqf1w			4.0					Integrated Bottling Solutions		United Kingdom	/m/04dqzh_
Harvey's Old Ale 'Exhibition Brown'	/m/04dqjhy			3.6					Harveys Brewery		United Kingdom	/m/04dr4bx
Palmers Nut Brown Ale	/m/04dqk5h			3.0					Palmers		United Kingdom	/m/04dqycw
Macedonian Thrace Brewery Vergina Premium Lager	/m/04dqbdk			5.0					Macedonian Thrace Brewery		Greece	/m/04dqyn7
Silly Saison	/m/04dqf67			5.0					Silly		Belgium	/m/04dr063
Celis White	/m/04dqsby			5.0					Celis		United States of America	/m/04dr71b
Cervecera del Sur del Peru Cusquena	/m/04dqss1			5.0					Cervecera del Sur del Peru		Peru	/m/04dr5xz
Shiner Winter Ale	/m/04dqgss			5.06					Shiner		United States of America	/m/04dr0r3
HopDaemon Skrimshander IPA	/m/04dqg78			4.5					HopDaemon		United Kingdom	/m/04dr057
Skinner's Jingle Knockers	/m/04dqkxp			5.5					Skinner's Brewery		United Kingdom	/m/04dqxfw
Belhaven 60/- Pale Ale	/m/04d2v6c											
Freedom Organic	/m/04dqqkv			4.8					Freedom		United Kingdom	/m/04dr67z
Cesu Red Imperial	/m/04dqp18			4.5					Cesu		Latvia	/m/04dqxkw
Augustiner Helles	/m/04dqnsr			5.2					Augustiner Bräu		Germany	/m/04dqzh7
Bridge of Allan Stirling Brig	/m/04dqwpp			4.8					Bridge of Allan		United Kingdom	/m/04dr2ph
Bavik-De Brabandere Pilaarbijter	/m/04dqkw4			7.5					Bavik-De Brabandere		Belgium	/m/04dq_fc
RCH Brewery Old Slug Porter	/m/04dqnr6			4.7					RCH Brewery		United Kingdom	/m/04dq_q7
Champps Premium Pilsner	/m/04dqp2t			5.0					Champps Brewery		Canada	/m/04dr2t_
Coleraine Steiger	/m/04dqjhq			2.8					Coleraine		Ireland	/m/04dq_kh
Revolución Maquiavelo	/m/04dqv4p			5.0					Revolución		Mexico	/m/04dr0p7
Brasserie des Fagnes Super des Fagnes Blonde	/m/04dqjg5			7.5					Brasserie des Fagnes		Belgium	/m/04dr1sh
Anheuser-Busch Natural Ice	/m/04dqlyy			5.9					Anheuser-Busch		United States of America	
Rothaus Hefeweizen	/m/04dqs82			5.4					Rothaus		United Kingdom	/m/04dr0hm
Phillips Brewing Co. Espresso Stout	/m/04dqtt2			5.0					Phillips Brewing Co.		Canada	/m/04dqxbc
Melbourn Bros. Strawberry	/m/04dqjd7			3.4					Melbourn Bros.		United Kingdom	/m/04dr3l8
Kelham Island Brewery Pale Rider (A Strong Pale Ale)	/m/04dqpsg			5.2					Kelham Island Brewery		United Kingdom	/m/04dr4yt
Beck & Co. Beck's Gold	/m/04dq9lz			4.9					Beck's		Germany	/m/04dqzzh
De Leeuw Bockbier	/m/04dqc51			6.5					De Leeuw		Netherlands	/m/04dq_jc
Pilgrim Springbock	/m/04dqw5y			5.2					Pilgrim		United Kingdom	/m/04dr4qd
Meantime Grand Cru Wheat	/m/04dqd7v			6.3					Meantime Brewing		United Kingdom	/m/04dr4ks
MicroBrasserie Le Grimoire La Noire Soeur	/m/04dqv34			5.0					MicroBrasserie Le Grimoire		Canada	/m/04dq_g3
Elbrewery EB	/m/04dqhzp			5.4					Elbrewery		Poland	/m/04dqyj7
Wold Top Brewery Falling Stone	/m/04dqhy4			4.2					Wold Top Brewery		United Kingdom	/m/04dr087
Ridgeway Bitter	/m/04dqdq1			4.0					Ridgeway		United Kingdom	/m/04dq_gw
Hotteterre Russe	/m/04dqtxl			5.3					Hotteterre		France	/m/04dr6lv
Shepherd Neame Christmas Ale 2003	/m/04dqf03			6.0					Shepherd Neame		United Kingdom	/m/04dqzpw
Wychwood Firecrest (Sainsbury's)	/m/04dqgsk			6.0					Wychwood Brewery		United Kingdom	/m/04dqy37
Schmucker Hefe-Weizen	/m/04dqtcz			5.0					Schmucker		Germany	/m/04dr572
Het Anker Anker Blond	/m/04dqf7k			6.5					Het Anker		Belgium	
Acme California IPA	/m/03xf5ld								North Coast Brewing Company			
VarsBier Stoffig	/m/04dqsbq			4.5					VarsBier		Netherlands	/m/04dqxw3
Pietra Bière à la Châtaigne	/m/04dqg8t			6.0					Pietra		France	/m/04dr2wh
Clarysse Felix Oudenaards Oud Bruin	/m/04dqg2x			6.0					Clarysse		Belgium	/m/04dqxt7
Young's Celebration GBG30	/m/04dql0m			5.6					Young's Brewery		United Kingdom	/m/04dr62q
Castle Rock  Harvest Pale	/m/0dkfsq_	Pale ale		3.8					Castle Rock Brewery			
Hop Karma IPA	/m/0djy34k								Terrapin Beer Company			
Castle Rock Black Gold	/m/0dl8hc5	Mild ale		3.5					Castle Rock Brewery			
Tsingtao Beer	/m/04dqs3y			5.0					Tsingtao Brewery		China	/m/04dqxx7
Strangford Lough Legbiter	/m/04dqs89			4.8					Strangford Lough		Ireland	/m/04dr0xh
Vassilenski Black Russian	/m/04dqstl			4.8					Vassilenski		United Kingdom	/m/04dr6_b
Brasserie Artisanale du Trégor Dremmwel Dorée	/m/04dqtt9			7.0					Brasserie Artisanale du Trégor		France	/m/04dr4z9
Greenwich Micro Sainsbury's Munich Style Festival Lager	/m/04dqvk4			5.4					Greenwich Micro		United Kingdom	/m/04dr2cw
Pete's Wicked Honey Wheat	/m/04dqvlp			4.8					Pete's Brewing Company		United States of America	/m/04dr0k3
Bath Ales Wild Hare	/m/04dqwmy			5.0					Bath Ales		United Kingdom	/m/04dr62v
Westgate Brewery Henry's Hammer	/m/04dqx02			5.0					Westgate Brewery		United Kingdom	/m/04dr6mv
Rorke's Real Lager	/m/04dqx7j			5.0					Rorke's		South Africa	/m/04dqzy7
Harviestoun Numbskull Ale	/m/04dq98g			4.5					Harviestoun Brewery		United Kingdom	/m/04dqxch
Private Landbrauerei Schönram Original Altbayrisch Dunkel	/m/04dqb5k			5.0					Private Landbrauerei Schönram		Germany	/m/04dqzqm
Carlton & United Breweries Melbourne Bitter (lager)	/m/04dqc0x			4.9					Carlton & United Beverages		Australia	/m/04dr2hw
Dogfish Head Raison d'Être	/m/04dqc58			8.0					Dogfish Head Brewery		United States of America	/m/04dr410
Birra Moretti (Heineken) Moretti La Rossa	/m/04dqc6t			7.2					Birra Moretti (Heineken)		Italy	/m/04dr6qb
Darwin Brewery Ghost Ale	/m/04dqcm1			4.1					Darwin Brewery		United Kingdom	/m/04dqzx_
Sapporo Premium Lager	/m/04dqcqk			4.5					Sapporo		Japan	/m/04dq_93
Brauerei Lübz Lübzer Pils	/m/04dqdq8			4.8					Brauerei Lübz		Germany	/m/04dr12w
Wickwar Right Flanker	/m/04dqdrt			4.3					Wickwar		United Kingdom	/m/04dr5w2
Al-Chark	/m/04dqgb_			4.6					Al-Chark		Syria	/m/04dq_wh
Wentworth Bumble Beer	/m/04dqgjx			4.3					Wentworth Brewery,Wentworth		United Kingdom	/m/04dr2c_
Friart St Feuillien Cuvée de Noël	/m/04dqjwn			9.0					Friart		Belgium	/m/04dr4vk
